,x,y,cat
0,-1.4474567816757522,0.912277897134504,0
1,-1.1039093041091803,-0.6387517406417704,0
2,-0.649667774321244,0.9544688333523668,0
3,-1.4983698997872137,-0.16068633489529802,0
4,-0.9514704300255022,-0.3699707851666024,0
5,-0.8645073147386144,-0.13491587758039852,0
6,-0.6133933537546141,-0.3507632733179897,0
7,-1.7478720179292588,1.5898932017949214,0
8,0.4101049039336533,-0.960837003162922,0
9,-0.8708711775066501,0.3663715351030188,0
10,-1.2683962399462407,1.4108180864508686,0
11,-0.06873526027723376,-0.5326283452161659,0
12,-1.4712506740618017,-0.7332850648747311,0
13,-0.3445533569066884,-0.8538063778061238,0
14,-0.5865885716314464,-1.4527082397259528,0
15,-1.256571715002874,0.6742321697542538,0
16,-1.2253416787104376,0.9114424500695972,0
17,-1.4849641023240765,-1.1493809420954242,0
18,-1.1747665768901352,0.01828055412177421,0
19,-0.511252458139156,-0.6706416637935271,0
20,-1.9435865252076563,1.4772367598418483,0
21,-0.992997209754333,0.054288536527031035,0
22,-0.3027484818680666,-0.5269040340109077,0
23,-0.7939842342494257,0.11036389518799937,0
24,-1.2649042659221097,-0.017621940152375296,0
25,-1.8467070287003904,0.40213312593621614,0
26,-0.9319812066287484,-0.3726576750319308,0
27,-1.3103505982646104,0.29292914115832475,0
28,-0.10156560213159203,-2.448659919126232,0
29,-0.8007710338286917,-0.5389895451692119,0
30,-0.6988382990629962,-1.1560368148559026,0
31,-0.9376899464942382,-0.2927337183229688,0
32,-0.1269978835473382,0.02530469473674396,0
33,-1.1209270311366544,1.069529334919127,0
34,-1.5452989014057814,0.4248272236398248,0
35,-0.5980233296919621,-1.0353795106552173,0
36,-1.3471898430821423,0.5325949708852811,0
37,-0.7307768889895928,-0.5140643192683665,0
38,-1.5414217491416395,1.5002723220796643,0
39,-0.4783893858895126,-0.1420551343444842,0
40,-0.3330656450644546,-0.3540292125343216,0
41,-1.5596987571944625,-0.3007952725907108,0
42,-1.3188493926007772,1.312871582916605,0
43,-0.7804041108349902,-0.09269344426983127,0
44,-0.6699170548572975,-0.2785946642489172,0
45,-0.7754596689592256,-0.028265567682022524,0
46,-0.7669841538813531,-1.3196623135665928,0
47,-0.4671970138409659,-0.02383196243684973,0
48,0.3579625280359893,-2.452230276869906,0
49,-1.7405167528384486,0.8982043706609284,0
50,-0.8199117774845112,-1.0927724917250716,0
51,-1.6541237324052298,1.116525632744393,0
52,-0.6957081422603368,-0.9386849308041773,0
53,-1.234203919777047,-0.03689570619543602,0
54,-0.5207603611545952,-0.9390200928000252,0
55,-1.3743576185471666,1.0257170348025997,0
56,-0.7652480522641065,0.01352868997710138,0
57,0.12804786142956304,-0.8315206463033399,0
58,-1.1834008563656282,1.8389917780834468,0
59,-1.2049395130971121,0.9344738973632916,0
60,-0.03115117540421919,-2.063640792832435,0
61,-0.9454031968126678,-0.4135146269016867,0
62,-1.6146789786393727,1.2206451995510548,0
63,-1.089597064912803,0.31367704537247315,0
64,-0.9354275512650292,0.2750382754703892,0
65,-1.5862379595636091,0.34153150886077355,0
66,-0.2365343956413192,-0.9235446229782049,0
67,-0.4515722638666634,-0.6321806380168674,0
68,-1.0316395116611972,0.26438622818643304,0
69,-1.506180354629164,-0.21894051891613397,0
70,-1.1102814393854916,-0.3906981712868269,0
71,-0.6094585569795081,0.5248250947671276,0
72,-0.5424694731753708,-0.3366160489468616,0
73,-0.8554605325064761,-0.2559370812134141,0
74,-1.5874448681006554,0.5832974154433905,0
75,-1.8508060152564307,1.2317971089413091,0
76,-1.4448537789196976,1.1719612708802891,0
77,-1.1056991518693218,0.3002920832229791,0
78,-1.488072858191657,0.4773591184097502,0
79,-0.9332198383928768,-0.3577944635112659,0
80,-0.2843342928712509,-0.05773477154555074,0
81,-1.968319328834882,0.4804275266841523,0
82,-0.4900418591064328,0.45024638771012176,0
83,-1.5439712830120857,0.6356995977980552,0
84,-0.8822748635963912,0.027239717772232358,0
85,-1.1169564649779955,-0.7183989377257676,0
86,-0.585147958605302,-0.2805433324845438,0
87,-0.5875472329890223,0.02355745632559633,0
88,-0.7484038722128388,-1.169443367455605,0
89,-1.0135480440227898,0.7454985098727904,0
90,-1.6124593794745592,0.2602651475876705,0
91,-1.0516366980737188,-0.28392567798877305,0
92,-1.165984354848778,-0.6650633704145864,0
93,-1.9215806541170295,0.7589700531758442,0
94,-0.7187556270452718,-0.7234609628931157,0
95,-0.9225026598698566,-1.4900163138432727,0
96,-0.5299957660798441,-0.5467732342110054,0
97,-1.3449532089875762,0.2362049435961815,0
98,-0.18746427651808195,-0.7718236849881754,0
99,-0.8533874927201899,-0.23125165168866985,0
100,-1.1114082473449285,-0.1411693540941144,0
101,0.4111813060594976,-0.5079534402133647,0
102,-1.2974425010600528,-0.07005293907026372,0
103,-1.5450806018860073,-0.11679333460791275,0
104,-0.011678410468207057,-0.5748360850846589,0
105,-0.9697108992450209,-0.033223082062677066,0
106,-1.6955218575127131,-0.6291860652767713,0
107,-2.021369850239969,0.3804020199404792,0
108,-1.7823433446723345,0.04531392649329158,0
109,-1.1196229509930409,0.5179321153647831,0
110,-0.8200742453582586,0.007021758453620325,0
111,-0.9669037199440241,-1.041475261517451,0
112,0.4660750669296758,-1.7058503041921125,0
113,-0.9158463205301071,-0.2189042661044037,0
114,-1.3693252922513408,-0.4381944069376934,0
115,-0.91942046712001,0.08829278480205838,0
116,-1.338548424413167,0.5337256509070578,0
117,-2.152185821873966,1.370467013523236,0
118,-1.4852296588036935,1.3955155836412028,0
119,-1.0051923223545978,-0.698966983280703,0
120,0.0859581814549959,-1.4188293682671005,0
121,-1.7476073130285248,1.7128953323004141,0
122,-1.0607596188455737,-0.40184327277537024,0
123,-1.1896872643375307,0.05967081800448451,0
124,-1.2769275040866837,-0.5623593182028104,0
125,-1.1862244454532471,0.29072167148566674,0
126,-1.81063859756176,-0.36345410152287067,0
127,-1.2399113826457369,0.3539501706807596,0
128,-0.6034209356506783,1.163932420436964,0
129,-0.6986415687657463,0.1797432368017863,0
130,-1.1574389483889809,0.1034810836235372,0
