,x,y,cat
0,-1.2490170156201779,-1.1393654567150193,0
1,-0.5456836368087157,-2.350559192952493,0
2,-1.825263188313569,-2.5144874192955275,0
3,-1.954394493347042,-2.2208774641146425,0
4,-2.3738970370106554,-1.9641364063319677,0
5,-2.5296625308734804,-2.9880799716146074,0
6,-1.8394530940127067,-0.7883460613237361,0
7,-1.969709083375655,-2.9709720722669415,0
8,-1.9853348116856828,-1.3357311416549742,0
9,-2.234873626841167,-2.0390372727045967,0
10,-1.8318970232146965,-2.4778417439713745,0
11,-1.992226603670244,-3.2879329542787787,0
12,-2.0035730234591087,-2.2931659968573737,0
13,-0.6654686705324775,-1.9024580839165557,0
14,-2.0214499480206785,-1.411374516444564,0
15,-2.1647737785838297,-2.2089688289069103,0
16,-2.9772819451552577,-1.9064592374009974,0
17,-0.8999663302743603,-1.19671074243888,0
18,-1.2895436043735224,-2.3225440668886614,0
19,-2.615745084290812,-2.2793374102618733,0
20,-3.508273850056245,-2.0947292167883282,0
21,-1.1145671706129243,-1.6468556745944916,0
22,-1.5762432961463502,-1.2722178892475593,0
23,-1.6504692933630087,-0.9638000571858902,0
24,-2.4045446134227526,-2.171560157892828,0
25,-2.3622152826533123,-1.257949791468609,0
26,-2.0457839314938435,-2.6716044601098567,0
27,-2.258768110977741,-1.0624139327297821,0
28,-1.6827077089557543,-1.8025061408387564,0
29,-2.0034180930883365,-1.5341198470526844,0
30,-2.2664866204556513,-2.3304153853219107,0
31,-1.8824868704669373,-2.0707710614123718,0
32,-1.2942185813580398,-1.618209085491178,0
33,-2.61882782768652,-1.4557595375719716,0
34,-2.1668188337632897,-2.269707749942931,0
35,-1.4311285303052603,-1.9100515105778542,0
36,-2.0136339533213476,-2.274632835605428,0
37,-0.4461397659238573,-2.0148326881191716,0
38,-2.5799890177203784,-1.8403949781029278,0
39,-2.1054312766785466,-2.0123149793162214,0
40,-1.9324272509984755,-2.4706413419473443,0
41,-2.4795880210238725,-2.9113759252521367,0
42,-1.9298863457184219,-2.355841292011479,0
43,-1.1840526246203447,-2.661716408279033,0
44,-2.0545404267476814,-2.423141587346582,0
45,-1.7171660725540663,-1.663253813038873,0
46,-1.6692504568894335,-2.09189396954693,0
47,-0.937990826931512,-1.5377707266548848,0
48,-1.3960283315855049,-2.1441661698913324,0
49,-0.7088262740072033,-1.641580311622533,0
50,-1.5187728131341252,-1.8941111134543547,0
51,-2.254564787383937,-3.3581802644607053,0
52,-1.015855856780935,-1.2548528617479608,0
53,-2.7934146421147728,-2.60408639424125,0
54,-3.3312616154061936,-0.8957274889555147,0
55,-2.35141750849465,-1.5605866961080532,0
56,-2.4920473665536753,-2.3415883996368674,0
57,-2.3677217901158136,-2.7926919113240602,0
58,-1.2696920862962988,-1.6799213383189233,0
59,-2.0308480594791325,-2.399019794277,0
60,-2.096438127196687,-1.802458665294495,0
61,-1.8801192864215068,-2.646330606888991,0
62,-2.4317037812362496,-1.8125948683724635,0
63,-1.0813311302191124,-1.9890366161297701,0
64,-1.1363909111314507,-1.5284559531269801,0
65,-3.4891032384993634,-1.97106781714338,0
66,-1.6944782229593387,-1.6063581862539174,0
67,-2.3967503303350837,-2.2697147957065935,0
68,-1.384954002819371,-2.5048834821045043,0
69,-1.085040620103278,-2.519450430617475,0
70,-1.2079479265069453,-2.3035157476836132,0
71,-1.6973987455693362,-2.9963468597367244,0
72,-2.4355375613582293,-1.4276399626501575,0
73,-2.6059885658604234,-1.9502283909852445,0
74,-2.8185071741629533,-2.189408331989244,0
75,-1.4722799506469522,-1.672039403556441,0
76,-2.1743335298888082,-2.2079178908707804,0
77,-1.1054865325836234,-2.3417637784294763,0
78,-2.525014938654467,-2.3775526363846797,0
79,-2.890444537220681,-1.6554470778631993,0
80,-2.231838559710757,-2.2387004373086734,0
81,-2.612671552610245,-1.858966793137424,0
82,-1.9269369536153467,-0.9760658277202106,0
83,-1.6291308347700943,-3.061767033943151,0
84,-2.287393998203269,-1.8067937096815982,0
85,-2.7318424646353754,-2.317997621751624,0
86,-2.3005592274505897,-1.5209654267335262,0
87,-2.732895769131425,-1.0616660654153638,0
88,-2.3681288418292588,-3.001113191902258,0
89,-2.208306354679597,-1.351786785816044,0
90,-1.8435365687432554,-2.3799707894314297,0
91,-2.091007183613275,-1.709740605048527,0
92,-2.3261026923074883,-2.3409060228592447,0
93,-1.7625701938589624,-2.6970620894957555,0
94,-2.7978427371693977,-1.6961274347955286,0
95,-1.381365794551351,-2.0291248732067793,0
96,-1.6536609157466118,-1.744026710881775,0
97,-2.062130835925169,-2.248866642748889,0
98,-2.555124847764473,-1.4036176567059497,0
99,-2.296570418220225,-1.7145152652558222,0
100,-1.991003396173607,-1.5346009354817471,0
101,-2.3700283973198135,-1.630517756336531,0
102,-1.2325781576866808,-1.6622582814151592,0
103,-2.2069260426810726,-2.627210262276206,0
104,-2.8104124460067523,-2.5674388342094803,0
105,-2.4312252441693554,-2.068838998580103,0
106,-2.119577259215054,-2.128025894115813,0
107,-2.7541047772311567,-2.3365041774388926,0
108,-2.183059330553034,-3.3361073568233,0
109,-1.8811732470480962,-2.0426041415173706,0
110,-1.7617907592585265,-1.9362258099056795,0
